id,Country Name,1990,1995,2000,2005,2010,2015
AFG,Afghanistan,1.20700001716614,0.601999998092651,1.12999999523163,8.5,8.22799968719482,8.51599979400635
AGO,Angola,6.730999946594241,6.93900012969971,6.81099987030029,6.985000133514401,6.787000179290769,6.6710000038147
ALB,Albania,13.210000038147,14.711000442504899,14.1479997634888,13.8319997787476,14.1999998092651,17.0799999237061
ARE,United Arab Emirates,3.20700001716614,1.79999995231628,2.2999999523162797,3.0999999046325697,4.1710000038147,3.8050000667572004
ARG,Argentina,5.800000190734861,18.7999992370605,15.020000457763699,11.5059995651245,7.71400022506714,6.622000217437741
ARM,Armenia,18.9869995117188,17.9589996337891,18.0160007476807,17.2329998016357,19.0,17.034000396728498
AUS,Australia,9.579000473022461,8.4689998626709,6.28299999237061,5.03299999237061,5.21099996566772,6.05999994277954
AUT,Austria,3.4000000953674303,4.34700012207031,4.6869997978210405,5.627999782562259,4.82000017166138,5.72300004959106
AZE,Azerbaijan,5.01100015640259,4.63800001144409,11.8000001907349,7.300000190734861,5.599999904632571,4.96000003814697
BDI,Burundi,1.60599994659424,1.57700002193451,1.64900004863739,1.6590000391006499,1.61099994182587,1.6150000095367398
BEL,Belgium,6.98600006103516,9.33899974822998,6.58599996566772,8.439999580383299,8.29199981689453,8.48200035095215
BEN,Benin,0.862999975681305,0.935999989509583,0.7979999780654911,0.892000019550323,1.03999996185303,1.01999998092651
BFA,Burkina Faso,2.75600004196167,2.5699999332428,2.7409999370575,4.0,3.3159999847412096,3.0840001106262203
BGD,Bangladesh,2.2000000476837203,3.6040000915527304,3.2699999809265097,4.25,4.53000020980835,4.1230001449585005
BGR,Bulgaria,18.3700008392334,15.6999998092651,16.2180004119873,10.083000183105499,10.2790002822876,9.14299964904785
BHS,"Bahamas, The",12.3000001907349,11.1000003814697,7.604000091552731,10.1999998092651,14.3299999237061,16.0779991149902
BIH,Bosnia and Herzegovina,17.5499992370605,18.8579998016357,21.7549991607666,21.5499992370605,27.2000007629395,26.260000228881804
BLR,Belarus,0.6460000276565551,0.6299999952316279,0.675000011920929,0.7179999947547909,0.699999988079071,0.510999977588654
BLZ,Belize,3.79999995231628,12.5,10.753999710083,10.979999542236301,13.236000061035199,9.97000026702881
BOL,Bolivia,5.900000095367429,3.6900000572204603,4.800000190734861,5.400000095367429,5.9899997711181605,3.50300002098084
BRA,Brazil,10.2110004425049,9.907999992370609,13.9759998321533,11.366999626159698,8.48799991607666,8.52099990844727
BRN,Brunei Darussalam,4.699999809265139,4.34800004959106,3.24000000953674,2.37299990653992,1.72200000286102,1.86000001430511
BTN,Bhutan,2.6010000705719,1.36899995803833,1.6990000009536699,3.0599999427795397,3.3199999332427996,2.4500000476837203
BWA,Botswana,13.8199996948242,21.6870002746582,15.8000001907349,20.5170001983643,17.8600006103516,17.8560009002686
CAF,Central African Republic,6.69000005722046,6.75,6.70900011062622,6.79500007629395,6.7519998550415,6.764999866485599
CAN,Canada,10.3000001907349,9.5,6.800000190734861,6.800000190734861,8.10000038146973,6.900000095367429
CHE,Switzerland,1.77699995040894,3.32699990272522,2.6659998893737797,4.4369997978210405,4.544000148773191,4.5489997863769505
CHL,Chile,5.300000190734861,4.699999809265139,9.16199970245361,8.00399971008301,8.14200019836426,6.212999820709231
CHN,China,4.8899998664856,4.550000190734861,4.53000020980835,4.1399998664856,4.19999980926514,4.58500003814697
CIV,Cote d'Ivoire,8.98600006103516,9.25599956512451,9.14900016784668,9.21199989318848,9.23700046539307,9.34000015258789
CMR,Cameroon,5.28299999237061,4.25500011444092,6.48600006103516,4.40000009536743,4.1100001335144,4.36600017547607
COD,"Congo, Dem. Rep.",3.5650000572204603,3.6489999294281,3.58699989318848,3.70000004768372,3.7039999961852996,3.6659998893737797
COG,"Congo, Rep.",12.520999908447301,10.3450002670288,16.0330009460449,15.854999542236301,14.585000038147,10.6180000305176
COL,Colombia,10.1199998855591,8.699999809265138,20.5,11.869999885559098,11.831000328064,8.95300006866455
CRI,Costa Rica,5.3730001449585,5.17600011825562,5.0819997787475595,6.57100009918213,8.91699981689453,9.61299991607666
CUB,Cuba,3.73799991607666,8.300000190734862,5.400000095367429,1.89999997615814,2.5,2.90700006484985
CYP,Cyprus,7.9510002136230495,8.76700019836426,4.96700000762939,5.30399990081787,6.263000011444089,14.9079999923706
CZE,Czech Republic,2.2699999809265097,4.024000167846681,8.76200008392334,7.92700004577637,7.27899980545044,5.0460000038147
DEU,Germany,5.31699991226196,8.15799999237061,7.91699981689453,11.166999816894501,6.96600008010864,4.62400007247925
DJI,Djibouti,7.087999820709231,6.99599981307983,6.91599988937378,6.7989997863769505,6.736999988555911,6.59899997711182
DNK,Denmark,9.09899997711182,6.99200010299683,4.47599983215332,4.82999992370605,7.46400022506714,6.1680002212524405
DOM,Dominican Republic,19.8999996185303,15.8000001907349,14.1999998092651,18.0,12.3999996185303,14.397000312805199
DZA,Algeria,20.6000003814697,27.899999618530302,29.7700004577637,15.3000001907349,9.96000003814697,11.001000404357901
ECU,Ecuador,5.800000190734861,6.900000095367429,9.0,7.7399997711181605,5.019999980926509,4.769999980926509
EGY,"Egypt, Arab Rep.",9.60000038146973,11.3000001907349,9.0,11.1999998092651,8.97999954223633,12.8400001525879
ERI,Eritrea,7.247000217437741,7.66400003433228,7.59600019454956,7.519000053405759,7.241000175476071,7.18400001525879
ESP,Spain,15.9280004501343,22.6749992370605,13.7849998474121,9.14599990844727,19.8600006103516,22.056999206543
